pricing_line_id;pricing_tier_id;price;timestamp
23204676;8;13989.92;2022-07-01 09:00:00
26173160;4;227;2022-07-01 09:00:00
26173160;5;227;2022-07-01 09:00:00
26173160;8;227;2022-07-01 09:00:00
26173160;3;227;2022-07-01 09:00:00
26173160;2;227;2022-07-01 09:00:00
26173160;7;227;2022-07-01 09:00:00
26173160;9;227;2022-07-01 09:00:00
26173160;10;227;2022-07-01 09:00:00
26173160;6;227;2022-07-01 09:00:00
26173160;1;227;2022-07-01 09:00:00
23734814;6;473;2022-07-01 09:00:00
23734814;7;473;2022-07-01 09:00:00
23734814;5;473;2022-07-01 09:00:00
23734814;10;473;2022-07-01 09:00:00
23734814;8;473;2022-07-01 09:00:00
23734814;4;473;2022-07-01 09:00:00
23734814;1;473;2022-07-01 09:00:00
23734814;3;473;2022-07-01 09:00:00
23734814;9;473;2022-07-01 09:00:00
23734814;2;473;2022-07-01 09:00:00
26173238;2;259;2022-07-01 09:00:00
26173238;9;259;2022-07-01 09:00:00
26173238;4;259;2022-07-01 09:00:00
26173238;3;259;2022-07-01 09:00:00
26173238;8;259;2022-07-01 09:00:00
26173238;6;259;2022-07-01 09:00:00
26173238;5;259;2022-07-01 09:00:00
26173238;7;259;2022-07-01 09:00:00
26173238;10;259;2022-07-01 09:00:00
26173238;1;259;2022-07-01 09:00:00
26246758;3;325;2022-07-01 09:00:00
26246758;1;325;2022-07-01 09:00:00
26246758;7;325;2022-07-01 09:00:00
26246758;6;325;2022-07-01 09:00:00
26246758;4;325;2022-07-01 09:00:00
26246758;8;325;2022-07-01 09:00:00
26246758;2;325;2022-07-01 09:00:00
26246758;5;325;2022-07-01 09:00:00
26246758;10;325;2022-07-01 09:00:00
26246758;9;325;2022-07-01 09:00:00
26173177;7;243;2022-07-01 09:00:00
26173177;4;243;2022-07-01 09:00:00
26173177;6;243;2022-07-01 09:00:00
26173177;8;243;2022-07-01 09:00:00
26173177;9;243;2022-07-01 09:00:00
26173177;5;243;2022-07-01 09:00:00
26173177;2;243;2022-07-01 09:00:00
26173177;10;243;2022-07-01 09:00:00
26173177;1;243;2022-07-01 09:00:00
26173177;3;243;2022-07-01 09:00:00
26173122;2;352;2022-07-01 09:00:00
26173122;8;352;2022-07-01 09:00:00
26173122;3;352;2022-07-01 09:00:00
26173122;10;352;2022-07-01 09:00:00
26173122;4;352;2022-07-01 09:00:00
26173122;7;352;2022-07-01 09:00:00
26173122;6;352;2022-07-01 09:00:00
26173122;9;352;2022-07-01 09:00:00
26173122;5;352;2022-07-01 09:00:00
26173122;1;352;2022-07-01 09:00:00
26173191;4;233;2022-07-01 09:00:00
26173191;2;233;2022-07-01 09:00:00
26173191;9;233;2022-07-01 09:00:00
26173191;8;233;2022-07-01 09:00:00
26173191;1;233;2022-07-01 09:00:00
26173191;6;233;2022-07-01 09:00:00
26173191;3;233;2022-07-01 09:00:00
26173191;10;233;2022-07-01 09:00:00
26173191;7;233;2022-07-01 09:00:00
26173191;5;233;2022-07-01 09:00:00
24700955;7;896;2022-07-01 09:00:00
24700955;10;896;2022-07-01 09:00:00
24700955;1;896;2022-07-01 09:00:00
24700955;3;896;2022-07-01 09:00:00
24700955;2;896;2022-07-01 09:00:00
24700955;4;896;2022-07-01 09:00:00
24700955;9;896;2022-07-01 09:00:00
24700955;5;896;2022-07-01 09:00:00
24700955;8;896;2022-07-01 09:00:00
24700955;6;896;2022-07-01 09:00:00
26071701;8;3181;2022-07-01 09:00:00
26071701;4;3181;2022-07-01 09:00:00
26071701;9;3181;2022-07-01 09:00:00
26071701;5;3181;2022-07-01 09:00:00
26071701;2;3181;2022-07-01 09:00:00
26071701;6;3181;2022-07-01 09:00:00
26071701;3;3181;2022-07-01 09:00:00
26071701;7;3181;2022-07-01 09:00:00
26071701;1;3181;2022-07-01 09:00:00
26071701;10;3181;2022-07-01 09:00:00
23768321;3;730;2022-07-01 09:00:00
23768321;2;730;2022-07-01 09:00:00
23768321;5;730;2022-07-01 09:00:00
23768321;10;730;2022-07-01 09:00:00
23768321;6;730;2022-07-01 09:00:00
23768321;7;730;2022-07-01 09:00:00
23768321;9;730;2022-07-01 09:00:00
23768321;4;730;2022-07-01 09:00:00
23768321;8;730;2022-07-01 09:00:00
23768321;1;730;2022-07-01 09:00:00
26321226;7;10311;2022-07-01 09:00:00
26321226;9;10311;2022-07-01 09:00:00
26321226;4;10311;2022-07-01 09:00:00
26321226;5;10311;2022-07-01 09:00:00
26321226;3;10311;2022-07-01 09:00:00
26321226;6;10311;2022-07-01 09:00:00
26321226;2;10311;2022-07-01 09:00:00
26321226;10;10311;2022-07-01 09:00:00
26321226;8;10311;2022-07-01 09:00:00
26321226;1;10311;2022-07-01 09:00:00
26321219;5;9524;2022-07-01 09:00:00
26321219;1;9524;2022-07-01 09:00:00
26321219;8;9524;2022-07-01 09:00:00
26321219;10;9524;2022-07-01 09:00:00
26321219;4;9524;2022-07-01 09:00:00
26321219;9;9524;2022-07-01 09:00:00
26321219;7;9524;2022-07-01 09:00:00
26321219;3;9524;2022-07-01 09:00:00
26321219;6;9524;2022-07-01 09:00:00
26321219;2;9524;2022-07-01 09:00:00
26071695;9;3432;2022-07-01 09:00:00
26071695;2;3432;2022-07-01 09:00:00
26071695;7;3432;2022-07-01 09:00:00
26071695;5;3432;2022-07-01 09:00:00
26071695;1;3432;2022-07-01 09:00:00
26071695;10;3432;2022-07-01 09:00:00
26071695;8;3432;2022-07-01 09:00:00
26071695;6;3432;2022-07-01 09:00:00
26071695;3;3432;2022-07-01 09:00:00
26071695;4;3432;2022-07-01 09:00:00
26246765;2;587;2022-07-01 09:00:00
26246765;4;587;2022-07-01 09:00:00
26246765;9;587;2022-07-01 09:00:00
26246765;6;587;2022-07-01 09:00:00
26246765;8;587;2022-07-01 09:00:00
26246765;10;587;2022-07-01 09:00:00
26246765;3;587;2022-07-01 09:00:00
26246765;5;587;2022-07-01 09:00:00
26246765;7;587;2022-07-01 09:00:00
26246765;1;587;2022-07-01 09:00:00
23775169;9;1606;2022-07-01 09:00:00
23775169;10;1606;2022-07-01 09:00:00
23775169;4;1606;2022-07-01 09:00:00
23775169;8;1606;2022-07-01 09:00:00
23775169;2;1606;2022-07-01 09:00:00
23775169;3;1606;2022-07-01 09:00:00
23775169;5;1606;2022-07-01 09:00:00
23775169;7;1606;2022-07-01 09:00:00
23775169;1;1606;2022-07-01 09:00:00
23775169;6;1606;2022-07-01 09:00:00
24107884;10;1075;2022-07-01 09:00:00
24107884;8;1075;2022-07-01 09:00:00
24107884;3;1075;2022-07-01 09:00:00
24107884;6;1075;2022-07-01 09:00:00
24107884;4;1075;2022-07-01 09:00:00
24107884;7;1075;2022-07-01 09:00:00
24107884;5;1075;2022-07-01 09:00:00
24107884;9;1075;2022-07-01 09:00:00
24107884;1;1075;2022-07-01 09:00:00
24107884;2;1075;2022-07-01 09:00:00
26321158;7;3872;2022-07-01 09:00:00
26321158;9;3872;2022-07-01 09:00:00
26321158;2;3872;2022-07-01 09:00:00
26321158;3;3872;2022-07-01 09:00:00
26321158;4;3872;2022-07-01 09:00:00
26321158;5;3872;2022-07-01 09:00:00
26321158;1;3872;2022-07-01 09:00:00
26321158;6;3872;2022-07-01 09:00:00
26321158;8;3872;2022-07-01 09:00:00
26321158;10;3872;2022-07-01 09:00:00
23768345;9;1691;2022-07-01 09:00:00
23768345;3;1691;2022-07-01 09:00:00
23768345;5;1691;2022-07-01 09:00:00
23768345;7;1691;2022-07-01 09:00:00
23768345;1;1691;2022-07-01 09:00:00
23768345;10;1691;2022-07-01 09:00:00
23768345;4;1691;2022-07-01 09:00:00
23768345;2;1691;2022-07-01 09:00:00
23768345;6;1691;2022-07-01 09:00:00
23768345;8;1691;2022-07-01 09:00:00
24233989;10;1122;2022-07-01 09:00:00
24233989;2;1122;2022-07-01 09:00:00
24233989;1;1122;2022-07-01 09:00:00
24233989;3;1122;2022-07-01 09:00:00
24233989;4;1122;2022-07-01 09:00:00
24233989;6;1122;2022-07-01 09:00:00
24233989;7;1122;2022-07-01 09:00:00
24233989;5;1122;2022-07-01 09:00:00
24233989;8;1122;2022-07-01 09:00:00
24233989;9;1122;2022-07-01 09:00:00
23768352;4;847;2022-07-01 09:00:00
23768352;6;847;2022-07-01 09:00:00
23768352;8;847;2022-07-01 09:00:00
23768352;9;847;2022-07-01 09:00:00
23768352;7;847;2022-07-01 09:00:00
23768352;5;847;2022-07-01 09:00:00
23768352;3;847;2022-07-01 09:00:00
23768352;10;847;2022-07-01 09:00:00
23768352;2;847;2022-07-01 09:00:00
23768352;1;847;2022-07-01 09:00:00
26321165;10;4175;2022-07-01 09:00:00
26321165;1;4175;2022-07-01 09:00:00
26321165;4;4175;2022-07-01 09:00:00
26321165;2;4175;2022-07-01 09:00:00
26321165;5;4175;2022-07-01 09:00:00
26321165;8;4175;2022-07-01 09:00:00
26321165;9;4175;2022-07-01 09:00:00
26321165;6;4175;2022-07-01 09:00:00
26321165;7;4175;2022-07-01 09:00:00
26321165;3;4175;2022-07-01 09:00:00
26321189;10;5924;2022-07-01 09:00:00
26321189;3;5924;2022-07-01 09:00:00
26321189;2;5924;2022-07-01 09:00:00
26321189;9;5924;2022-07-01 09:00:00
26321189;7;5924;2022-07-01 09:00:00
26321189;4;5924;2022-07-01 09:00:00
26321189;6;5924;2022-07-01 09:00:00
26321189;5;5924;2022-07-01 09:00:00
26321189;1;5924;2022-07-01 09:00:00
26321189;8;5924;2022-07-01 09:00:00
26071718;5;3179;2022-07-01 09:00:00
26071718;7;3179;2022-07-01 09:00:00
26071718;10;3179;2022-07-01 09:00:00
26071718;6;3179;2022-07-01 09:00:00
26071718;8;3179;2022-07-01 09:00:00
26071718;2;3179;2022-07-01 09:00:00
26071718;3;3179;2022-07-01 09:00:00
26071718;1;3179;2022-07-01 09:00:00
26071718;9;3179;2022-07-01 09:00:00
26071718;4;3179;2022-07-01 09:00:00
23734838;4;600;2022-07-01 09:00:00
23734838;10;600;2022-07-01 09:00:00
23734838;8;600;2022-07-01 09:00:00
23734838;5;600;2022-07-01 09:00:00
23734838;6;600;2022-07-01 09:00:00
23734838;1;600;2022-07-01 09:00:00
23734838;2;600;2022-07-01 09:00:00
23734838;7;600;2022-07-01 09:00:00
23734838;9;600;2022-07-01 09:00:00
23734838;3;600;2022-07-01 09:00:00
24990110;1;1984;2022-07-01 09:00:00
24990110;5;1984;2022-07-01 09:00:00
24990110;4;1984;2022-07-01 09:00:00
24990110;2;1984;2022-07-01 09:00:00
24990110;8;1984;2022-07-01 09:00:00
24990110;3;1984;2022-07-01 09:00:00
24990110;6;1984;2022-07-01 09:00:00
24990110;7;1984;2022-07-01 09:00:00
24990110;10;1984;2022-07-01 09:00:00
24990110;9;1984;2022-07-01 09:00:00
26321233;4;11854;2022-07-01 09:00:00
26321233;2;11854;2022-07-01 09:00:00
26321233;3;11854;2022-07-01 09:00:00
26321233;7;11854;2022-07-01 09:00:00
26321233;10;11854;2022-07-01 09:00:00
26321233;8;11854;2022-07-01 09:00:00
26321233;5;11854;2022-07-01 09:00:00
26321233;9;11854;2022-07-01 09:00:00
26321233;6;11854;2022-07-01 09:00:00
26321233;1;11854;2022-07-01 09:00:00
26071688;9;3055;2022-07-01 09:00:00
26071688;4;3055;2022-07-01 09:00:00
26071688;8;3055;2022-07-01 09:00:00
26071688;3;3055;2022-07-01 09:00:00
26071688;5;3055;2022-07-01 09:00:00
26071688;7;3055;2022-07-01 09:00:00
26071688;6;3055;2022-07-01 09:00:00
26071688;1;3055;2022-07-01 09:00:00
26071688;2;3055;2022-07-01 09:00:00
26071688;10;3055;2022-07-01 09:00:00
26071725;10;3055;2022-07-01 09:00:00
26071725;7;3055;2022-07-01 09:00:00
26071725;8;3055;2022-07-01 09:00:00
26071725;5;3055;2022-07-01 09:00:00
26071725;1;3055;2022-07-01 09:00:00
26071725;9;3055;2022-07-01 09:00:00
26071725;6;3055;2022-07-01 09:00:00
26071725;2;3055;2022-07-01 09:00:00
26071725;4;3055;2022-07-01 09:00:00
26071725;3;3055;2022-07-01 09:00:00
26071756;5;3055;2022-07-01 09:00:00
26071756;7;3055;2022-07-01 09:00:00
26071756;8;3055;2022-07-01 09:00:00
26071756;2;3055;2022-07-01 09:00:00
26071756;6;3055;2022-07-01 09:00:00
26071756;4;3055;2022-07-01 09:00:00
26071756;1;3055;2022-07-01 09:00:00
26071756;9;3055;2022-07-01 09:00:00
26071756;3;3055;2022-07-01 09:00:00
26071756;10;3055;2022-07-01 09:00:00
26321202;10;7388;2022-07-01 09:00:00
26321202;2;7388;2022-07-01 09:00:00
26321202;4;7388;2022-07-01 09:00:00
26321202;9;7388;2022-07-01 09:00:00
26321202;3;7388;2022-07-01 09:00:00
26321202;7;7388;2022-07-01 09:00:00
26321202;1;7388;2022-07-01 09:00:00
26321202;5;7388;2022-07-01 09:00:00
26321202;8;7388;2022-07-01 09:00:00
26321202;6;7388;2022-07-01 09:00:00
23149809;4;1353;2022-07-01 09:00:00
23149809;6;1353;2022-07-01 09:00:00
23149809;2;1353;2022-07-01 09:00:00
23149809;1;1353;2022-07-01 09:00:00
23149809;8;1353;2022-07-01 09:00:00
23149809;5;1353;2022-07-01 09:00:00
23149809;3;1353;2022-07-01 09:00:00
23149809;9;1353;2022-07-01 09:00:00
23149809;10;1353;2022-07-01 09:00:00
23149809;7;1353;2022-07-01 09:00:00
26071749;4;3178;2022-07-01 09:00:00
26071749;9;3178;2022-07-01 09:00:00
26071749;10;3178;2022-07-01 09:00:00
26071749;1;3178;2022-07-01 09:00:00
26071749;6;3178;2022-07-01 09:00:00
26071749;7;3178;2022-07-01 09:00:00
26071749;8;3178;2022-07-01 09:00:00
26071749;2;3178;2022-07-01 09:00:00
26071749;5;3178;2022-07-01 09:00:00
26071749;3;3178;2022-07-01 09:00:00
24693516;3;760;2022-07-01 09:00:00
24693516;6;760;2022-07-01 09:00:00
24693516;4;760;2022-07-01 09:00:00
24693516;8;760;2022-07-01 09:00:00
24693516;9;760;2022-07-01 09:00:00
24693516;7;760;2022-07-01 09:00:00
24693516;10;760;2022-07-01 09:00:00
24693516;5;760;2022-07-01 09:00:00
24693516;2;760;2022-07-01 09:00:00
24693516;1;760;2022-07-01 09:00:00
26152738;2;703;2022-07-01 09:00:00
26152738;3;703;2022-07-01 09:00:00
26152738;8;703;2022-07-01 09:00:00
26152738;7;703;2022-07-01 09:00:00
26152738;6;703;2022-07-01 09:00:00
26152738;4;703;2022-07-01 09:00:00
26152738;1;703;2022-07-01 09:00:00
26152738;5;703;2022-07-01 09:00:00
26152738;9;703;2022-07-01 09:00:00
26152738;10;703;2022-07-01 09:00:00
23734821;9;698;2022-07-01 09:00:00
23734821;10;698;2022-07-01 09:00:00
23734821;1;698;2022-07-01 09:00:00
23734821;6;698;2022-07-01 09:00:00
23734821;8;698;2022-07-01 09:00:00
23734821;7;698;2022-07-01 09:00:00
23734821;3;698;2022-07-01 09:00:00
23734821;2;698;2022-07-01 09:00:00
23734821;5;698;2022-07-01 09:00:00
23734821;4;698;2022-07-01 09:00:00
24262002;2;1480;2022-07-01 09:00:00
24262002;8;1480;2022-07-01 09:00:00
24262002;1;1480;2022-07-01 09:00:00
24262002;7;1480;2022-07-01 09:00:00
24262002;4;1480;2022-07-01 09:00:00
24262002;3;1480;2022-07-01 09:00:00
24262002;9;1480;2022-07-01 09:00:00
24262002;5;1480;2022-07-01 09:00:00
24262002;10;1480;2022-07-01 09:00:00
24262002;6;1480;2022-07-01 09:00:00
26321196;6;6723;2022-07-01 09:00:00
26321196;4;6723;2022-07-01 09:00:00
26321196;9;6723;2022-07-01 09:00:00
26321196;2;6723;2022-07-01 09:00:00
26321196;5;6723;2022-07-01 09:00:00
26321196;10;6723;2022-07-01 09:00:00
26321196;3;6723;2022-07-01 09:00:00
26321196;1;6723;2022-07-01 09:00:00
26321196;7;6723;2022-07-01 09:00:00
26321196;8;6723;2022-07-01 09:00:00
23734807;5;579;2022-07-01 09:00:00
23734807;2;579;2022-07-01 09:00:00
23734807;6;579;2022-07-01 09:00:00
23734807;10;579;2022-07-01 09:00:00
23734807;4;579;2022-07-01 09:00:00
23734807;3;579;2022-07-01 09:00:00
23734807;9;579;2022-07-01 09:00:00
23734807;7;579;2022-07-01 09:00:00
23734807;8;579;2022-07-01 09:00:00
23734807;1;579;2022-07-01 09:00:00
26321172;7;4893;2022-07-01 09:00:00
26321172;9;4893;2022-07-01 09:00:00
26321172;8;4893;2022-07-01 09:00:00
26321172;2;4893;2022-07-01 09:00:00
26321172;1;4893;2022-07-01 09:00:00
26321172;4;4893;2022-07-01 09:00:00
26321172;6;4893;2022-07-01 09:00:00
26321172;3;4893;2022-07-01 09:00:00
26321172;10;4893;2022-07-01 09:00:00
26321172;5;4893;2022-07-01 09:00:00
24541367;7;593;2022-07-01 09:00:00
24541367;6;593;2022-07-01 09:00:00
24541367;9;593;2022-07-01 09:00:00
24541367;4;593;2022-07-01 09:00:00
24541367;3;593;2022-07-01 09:00:00
24541367;1;593;2022-07-01 09:00:00
24541367;10;593;2022-07-01 09:00:00
24541367;5;593;2022-07-01 09:00:00
24541367;8;593;2022-07-01 09:00:00
24541367;2;593;2022-07-01 09:00:00
26071732;3;3276;2022-07-01 09:00:00
26071732;2;3276;2022-07-01 09:00:00
26071732;9;3276;2022-07-01 09:00:00
26071732;1;3276;2022-07-01 09:00:00
26071732;10;3276;2022-07-01 09:00:00
26071732;8;3276;2022-07-01 09:00:00
26071732;6;3276;2022-07-01 09:00:00
26071732;5;3276;2022-07-01 09:00:00
26071732;4;3276;2022-07-01 09:00:00
26071732;7;3276;2022-07-01 09:00:00
